-0.18334553,-0.24483466,-0.85226524,0
-0.18334553,-0.24483466,-0.85226524,18
-0.1824358,-0.24646437,-0.85717905,34
-0.1824358,-0.24646437,-0.85717905,51
-0.18403798,-0.24410069,-0.8528421,67
-0.18403798,-0.24410069,-0.8528421,85
-0.2011125,-0.21647686,-0.86872077,103
-0.2011125,-0.21647686,-0.86872077,120
-0.196653,-0.22397006,-0.8652626,136
-0.196653,-0.22397006,-0.8652626,154
-0.18597974,-0.24013972,-0.8408346,170
-0.18147914,-0.2546044,-0.8420435,188
-0.18147914,-0.2546044,-0.8420435,205
-0.18147914,-0.2546044,-0.8420435,220
-0.1932367,-0.22748679,-0.8619348,237
-0.1932367,-0.22748679,-0.8619348,254
-0.18275122,-0.24896634,-0.85889316,272
-0.19904092,-0.22047329,-0.8494934,289
-0.19904092,-0.22047329,-0.8494934,306
-0.19356304,-0.22731566,-0.8598231,322
-0.19356304,-0.22731566,-0.8598231,339
-0.19695742,-0.2193653,-0.8577074,356
-0.19695742,-0.2193653,-0.8577074,373
-0.18713742,-0.23514038,-0.86308515,389
-0.18713742,-0.23514038,-0.86308515,407
-0.18226516,-0.24978298,-0.84848225,424
-0.18226516,-0.24978298,-0.84848225,441
-0.1851879,-0.24708068,-0.85833526,459
-0.1851879,-0.24708068,-0.85833526,475
-0.18602699,-0.24450648,-0.8527336,491
-0.18602699,-0.24450648,-0.8527336,509
-0.18210313,-0.246176,-0.84981155,527
-0.18210313,-0.246176,-0.84981155,543
-0.18587047,-0.24286735,-0.85222125,559
-0.18587047,-0.24286735,-0.85222125,576
-0.18510817,-0.24437654,-0.850575,593
-0.18510817,-0.24437654,-0.850575,611
-0.18512546,-0.24401617,-0.8504493,628
-0.18512546,-0.24401617,-0.8504493,644
-0.18042903,-0.25587332,-0.835335,662
-0.18042903,-0.25587332,-0.835335,678
-0.18634988,-0.24786252,-0.8628347,697
-0.18634988,-0.24786252,-0.8628347,712
-0.18872434,-0.24588549,-0.8618965,728
-0.18872434,-0.24588549,-0.8618965,744
-0.20135665,-0.21577382,-0.8788581,763
-0.20135665,-0.21577382,-0.8788581,779
-0.2013382,-0.2153318,-0.87666965,797
-0.2013382,-0.2153318,-0.87666965,813
-0.18805577,-0.23247313,-0.8672987,830
-0.18805577,-0.23247313,-0.8672987,847
-0.18229589,-0.24161297,-0.87404597,865
-0.18229589,-0.24161297,-0.87404597,881
-0.032542467,-0.32806796,-0.37943506,898
-0.032542467,-0.32806796,-0.37943506,915
-0.022218257,-0.34055132,-0.42149734,932
-0.022218257,-0.34055132,-0.42149734,949
0.010308564,-0.33855486,-0.483006,967
0.010308564,-0.33855486,-0.483006,983
0.0028225332,-0.33947223,-0.49049735,1000
0.0028225332,-0.33947223,-0.49049735,1016
-0.010655329,-0.33776474,-0.49329185,1035
-0.010655329,-0.33776474,-0.49329185,1050
